,Unnamed: 0,date,carrier,number,code_i,hora_i,code_f,hora_f,travel_time,inicial_hour,final_hour,coords_i,coords_f,hour0,hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24,hour25,hour26,hour27,hour28,hour29,hour30,hour31,hour32,hour33,hour34,hour35,hour36,hour37,hour38,hour39
52,52,2024-05-17 00:00:00,AA,117,JFK,2024-05-17 20:00:00-04:00,LAX,2024-05-17 23:15:00-07:00,7,20,27,"[40.6397, -73.7789]","[33.9425, -118.408]", , , , , , , , , , , , , , , , , , , , ,"[40.6397, -73.7789]","[39.68295714285714, -80.15448571428571]","[38.726214285714285, -86.53007142857142]","[37.76947142857143, -92.90565714285714]","[36.81272857142857, -99.28124285714286]","[35.855985714285715, -105.65682857142858]","[34.89924285714286, -112.03241428571428]","[33.9425, -118.408]", , , , , , , , , , , , 
53,53,2024-05-17 00:00:00,AA,609,ORD,2024-05-17 20:38:00-05:00,IND,2024-05-17 22:44:00-04:00,2,20,22,"[41.9786, -87.9047]","[39.7173, -86.2944]", , , , , , , , , , , , , , , , , , , , ,"[41.9786, -87.9047]","[40.84795, -87.09955]","[39.7173, -86.2944]", , , , , , , , , , , , , , , , , 
54,54,2024-05-17 00:00:00,AA,198,JFK,2024-05-17 19:02:00-04:00,MXP,2024-05-18 09:05:00+02:00,9,19,28,"[40.6397, -73.7789]","[45.6306, 8.72811]", , , , , , , , , , , , , , , , , , , ,"[40.6397, -73.7789]","[41.19424444444444, -64.61145444444443]","[41.74878888888889, -55.44400888888889]","[42.303333333333335, -46.27656333333333]","[42.85787777777778, -37.109117777777776]","[43.41242222222222, -27.941672222222223]","[43.966966666666664, -18.774226666666664]","[44.52151111111111, -9.606781111111118]","[45.076055555555556, -0.4393355555555587]","[45.6306, 8.728110000000001]", , , , , , , , , , , 
55,55,2024-05-17 00:00:00,AA,626,CLT,2024-05-17 22:33:00-04:00,CVG,2024-05-17 23:51:00-04:00,2,22,24,"[35.214, -80.9431]","[39.0488, -84.6678]", , , , , , , , , , , , , , , , , , , , , , ,"[35.214, -80.9431]","[37.1314, -82.80545000000001]","[39.0488, -84.6678]", , , , , , , , , , , , , , , 
56,56,2024-05-17 00:00:00,AA,992,CUN,2024-05-17 12:40:00-05:00,CLT,2024-05-17 16:35:00-04:00,3,12,15,"[21.0365, -86.8771]","[35.214, -80.9431]", , , , , , , , , , , , ,"[21.0365, -86.8771]","[25.762333333333334, -84.8991]","[30.488166666666665, -82.9211]","[35.214, -80.9431]", , , , , , , , , , , , , , , , , , , , , , , , 
57,57,2024-05-17 00:00:00,AA,672,DFW,2024-05-17 08:33:00-05:00,DFW,2024-05-17 17:16:00-05:00,9,8,17,"[32.8968, -97.038]","[32.8968, -97.038]", , , , , , , , ,"[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]", , , , , , , , , , , , , , , , , , , , , , 
58,58,2024-05-17 00:00:00,AA,46,ORD,2024-05-17 20:30:00-05:00,LHR,2024-05-18 10:20:00+01:00,8,20,28,"[41.9786, -87.9047]","[51.4775, -0.46139]", , , , , , , , , , , , , , , , , , , , ,"[41.9786, -87.9047]","[43.1659625, -76.97428625]","[44.353325, -66.0438725]","[45.5406875, -55.11345875]","[46.728049999999996, -44.183045]","[47.9154125, -33.25263125]","[49.102775, -22.322217499999994]","[50.2901375, -11.391803749999994]","[51.4775, -0.4613899999999944]", , , , , , , , , , , 
59,59,2024-05-17 00:00:00,AA,529,CLT,2024-05-17 07:32:00-04:00,CLT,2024-05-17 10:25:00-04:00,3,7,10,"[35.214, -80.9431]","[35.214, -80.9431]", , , , , , , ,"[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60,60,2024-05-17 00:00:00,AA,841,FAT,2024-05-17 08:04:00-07:00,DFW,2024-05-17 13:19:00-05:00,4,8,12,"[36.7762, -119.718]","[32.8968, -97.038]", , , , , , , , ,"[36.7762, -119.718]","[35.80635, -114.048]","[34.8365, -108.378]","[33.86665, -102.708]","[32.8968, -97.038]", , , , , , , , , , , , , , , , , , , , , , , , , , , 
61,61,2024-05-17 00:00:00,AA,441,BGI,2024-05-17 07:00:00-04:00,MIA,2024-05-17 11:00:00-04:00,5,7,12,"[13.0746, -59.4925]","[25.7932, -80.2906]", , , , , , , ,"[13.0746, -59.4925]","[15.61832, -63.65212]","[18.162039999999998, -67.81174]","[20.705759999999998, -71.97136]","[23.24948, -76.13098]","[25.7932, -80.2906]", , , , , , , , , , , , , , , , , , , , , , , , , , , 
62,62,2024-05-17 00:00:00,AA,839,PHL,2024-05-17 18:56:00-04:00,MSP,2024-05-17 21:05:00-05:00,4,18,22,"[39.8719, -75.2411]","[44.882, -93.2218]", , , , , , , , , , , , , , , , , , ,"[39.8719, -75.2411]","[41.124424999999995, -79.736275]","[42.376949999999994, -84.23145]","[43.629475, -88.726625]","[44.882, -93.2218]", , , , , , , , , , , , , , , , , 
63,63,2024-05-17 00:00:00,AA,953,JFK,2024-05-17 22:05:00-04:00,EZE,2024-05-18 10:00:00-03:00,11,22,33,"[40.6397, -73.7789]","[-34.8222, -58.5358]", , , , , , , , , , , , , , , , , , , , , , ,"[40.6397, -73.7789]","[33.77952727272727, -72.39316363636362]","[26.919354545454546, -71.00742727272727]","[20.059181818181816, -69.6216909090909]","[13.19900909090909, -68.23595454545455]","[6.338836363636361, -66.85021818181818]","[-0.5213363636363653, -65.46448181818181]","[-7.381509090909091, -64.07874545454546]","[-14.241681818181817, -62.69300909090909]","[-21.101854545454543, -61.307272727272725]","[-27.962027272727276, -59.92153636363636]","[-34.8222, -58.5358]", , , , , , 
64,64,2024-05-17 00:00:00,AA,87,LHR,2024-05-17 10:05:00+01:00,ORD,2024-05-17 12:45:00-05:00,9,10,19,"[51.4775, -0.46139]","[41.9786, -87.9047]", , , , , , , , , , ,"[51.4775, -0.46139]","[50.422066666666666, -10.177313333333334]","[49.36663333333333, -19.89323666666667]","[48.3112, -29.609160000000003]","[47.255766666666666, -39.32508333333334]","[46.20033333333333, -49.041006666666675]","[45.1449, -58.756930000000004]","[44.08946666666667, -68.47285333333333]","[43.03403333333333, -78.18877666666667]","[41.9786, -87.9047]", , , , , , , , , , , , , , , , , , , , 
65,65,2024-05-17 00:00:00,AA,941,MTY,2024-05-17 05:45:00-06:00,DFW,2024-05-17 08:35:00-05:00,2,5,7,"[25.7785, -100.107]","[32.8968, -97.038]", , , , , ,"[25.7785, -100.107]","[29.33765, -98.57249999999999]","[32.8968, -97.038]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
66,66,2024-05-17 00:00:00,AA,987,MIA,2024-05-17 10:40:00-04:00,MIA,2024-05-17 16:45:00-04:00,7,10,17,"[25.7932, -80.2906]","[25.7932, -80.2906]", , , , , , , , , , ,"[25.7932, -80.2906]","[25.7932, -80.2906]","[25.7932, -80.2906]","[25.7932, -80.2906]","[25.7932, -80.2906]","[25.7932, -80.2906]","[25.7932, -80.2906]","[25.7932, -80.2906]", , , , , , , , , , , , , , , , , , , , , , 
67,67,2024-05-17 00:00:00,AA,980,PDX,2024-05-17 05:10:00-07:00,DFW,2024-05-17 11:00:00-05:00,4,5,9,"[45.5887, -122.598]","[32.8968, -97.038]", , , , , ,"[45.5887, -122.598]","[42.415725, -116.208]","[39.24275, -109.818]","[36.069775, -103.428]","[32.8968, -97.038]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
68,68,2024-05-17 00:00:00,AA,304,BHM,2024-05-17 05:25:00-05:00,DFW,2024-05-17 07:33:00-05:00,3,5,8,"[33.5629, -86.7535]","[32.8968, -97.038]", , , , , ,"[33.5629, -86.7535]","[33.34086666666666, -90.18166666666667]","[33.118833333333335, -93.60983333333333]","[32.8968, -97.038]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
69,69,2024-05-17 00:00:00,AA,690,BOS,2024-05-17 05:30:00-04:00,SAN,2024-05-17 11:33:00-07:00,10,5,15,"[42.3643, -71.0052]","[32.7336, -117.19]", , , , , ,"[42.3643, -71.0052]","[41.40123, -75.62368000000001]","[40.43816, -80.24216]","[39.47509, -84.86064]","[38.51202, -89.47912]","[37.548950000000005, -94.0976]","[36.58588, -98.71608]","[35.62281, -103.33456000000001]","[34.65974, -107.95304]","[33.696670000000005, -112.57151999999999]","[32.7336, -117.19]", , , , , , , , , , , , , , , , , , , , , , , , 
70,70,2024-05-17 00:00:00,AA,598,SAN,2024-05-17 13:32:00-07:00,ORF,2024-05-17 23:46:00-04:00,8,13,21,"[32.7336, -117.19]","[36.8946, -76.2012]", , , , , , , , , , , , , ,"[32.7336, -117.19]","[33.253725, -112.0664]","[33.77385, -106.9428]","[34.293975, -101.8192]","[34.814099999999996, -96.6956]","[35.334224999999996, -91.572]","[35.85435, -86.44839999999999]","[36.374475, -81.3248]","[36.8946, -76.2012]", , , , , , , , , , , , , , , , , , 
71,71,2024-05-17 00:00:00,AA,687,CLT,2024-05-17 05:33:00-04:00,DFW,2024-05-17 07:20:00-05:00,3,5,8,"[35.214, -80.9431]","[32.8968, -97.038]", , , , , ,"[35.214, -80.9431]","[34.4416, -86.30806666666666]","[33.6692, -91.67303333333334]","[32.8968, -97.038]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
72,72,2024-05-17 00:00:00,AA,483,MIA,2024-05-17 21:20:00-04:00,ORD,2024-05-17 23:57:00-05:00,4,21,25,"[25.7932, -80.2906]","[41.9786, -87.9047]", , , , , , , , , , , , , , , , , , , , , ,"[25.7932, -80.2906]","[29.83955, -82.194125]","[33.8859, -84.09765]","[37.932249999999996, -86.001175]","[41.9786, -87.9047]", , , , , , , , , , , , , , 
73,73,2024-05-17 00:00:00,AA,806,AUS,2024-05-17 15:20:00-05:00,PHL,2024-05-17 19:50:00-04:00,4,15,19,"[30.1945, -97.6699]","[39.8719, -75.2411]", , , , , , , , , , , , , , , ,"[30.1945, -97.6699]","[32.61385, -92.0627]","[35.0332, -86.4555]","[37.452549999999995, -80.8483]","[39.8719, -75.2411]", , , , , , , , , , , , , , , , , , , , 
74,74,2024-05-17 00:00:00,AA,807,DFW,2024-05-17 19:00:00-05:00,AUS,2024-05-17 20:07:00-05:00,2,19,21,"[32.8968, -97.038]","[30.1945, -97.6699]", , , , , , , , , , , , , , , , , , , ,"[32.8968, -97.038]","[31.545650000000002, -97.35395]","[30.1945, -97.6699]", , , , , , , , , , , , , , , , , , 
75,75,2024-05-17 00:00:00,AA,708,CUR,2024-05-17 14:41:00-04:00,MIA,2024-05-17 17:51:00-04:00,4,14,18,"[12.1889, -68.9598]","[25.7932, -80.2906]", , , , , , , , , , , , , , ,"[12.1889, -68.9598]","[15.589974999999999, -71.7925]","[18.99105, -74.6252]","[22.392125, -77.4579]","[25.7932, -80.2906]", , , , , , , , , , , , , , , , , , , , , 
76,76,2024-05-17 00:00:00,AA,902,PHX,2024-05-17 21:55:00-07:00,MIA,2024-05-18 05:17:00-04:00,5,21,26,"[33.4343, -112.012]","[25.7932, -80.2906]", , , , , , , , , , , , , , , , , , , , , ,"[33.4343, -112.012]","[31.90608, -105.66772]","[30.37786, -99.32344]","[28.84964, -92.97916000000001]","[27.32142, -86.63488]","[25.7932, -80.2906]", , , , , , , , , , , , , 
77,77,2024-05-17 00:00:00,AA,751,PHX,2024-05-17 15:36:00-07:00,CMH,2024-05-17 22:27:00-04:00,4,15,19,"[33.4343, -112.012]","[39.998, -82.8919]", , , , , , , , , , , , , , , ,"[33.4343, -112.012]","[35.075225, -104.731975]","[36.71615, -97.45195000000001]","[38.357074999999995, -90.171925]","[39.998, -82.8919]", , , , , , , , , , , , , , , , , , , , 
78,78,2024-05-17 00:00:00,AA,560,ONT,2024-05-17 06:45:00-07:00,PHX,2024-05-17 08:03:00-07:00,2,6,8,"[34.056, -117.601]","[33.4343, -112.012]", , , , , , ,"[34.056, -117.601]","[33.745149999999995, -114.8065]","[33.4343, -112.012]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
79,79,2024-05-17 00:00:00,AA,375,JAX,2024-05-17 07:15:00-04:00,LAX,2024-05-17 12:14:00-07:00,8,7,15,"[30.4941, -81.6879]","[33.9425, -118.408]", , , , , , , ,"[30.4941, -81.6879]","[30.92515, -86.2779125]","[31.3562, -90.867925]","[31.78725, -95.4579375]","[32.2183, -100.04795]","[32.64935, -104.6379625]","[33.080400000000004, -109.227975]","[33.51145, -113.8179875]","[33.9425, -118.408]", , , , , , , , , , , , , , , , , , , , , , , , 
80,80,2024-05-17 00:00:00,AA,912,SCL,2024-05-17 21:55:00-04:00,MIA,2024-05-18 06:35:00-04:00,9,21,30,"[-33.3928, -70.7856]","[25.7932, -80.2906]", , , , , , , , , , , , , , , , , , , , , ,"[-33.3928, -70.7856]","[-26.81657777777778, -71.84171111111111]","[-20.240355555555556, -72.89782222222222]","[-13.664133333333332, -73.95393333333334]","[-7.0879111111111115, -75.01004444444445]","[-0.5116888888888909, -76.06615555555555]","[6.064533333333337, -77.12226666666666]","[12.640755555555558, -78.17837777777777]","[19.216977777777778, -79.23448888888889]","[25.7932, -80.2906]", , , , , , , , , 
81,81,2024-05-17 00:00:00,AA,547,LGA,2024-05-17 08:15:00-04:00,DFW,2024-05-17 11:03:00-05:00,4,8,12,"[40.775, -73.875]","[32.8968, -97.038]", , , , , , , , ,"[40.775, -73.875]","[38.80545, -79.66575]","[36.835899999999995, -85.4565]","[34.86635, -91.24725]","[32.8968, -97.038]", , , , , , , , , , , , , , , , , , , , , , , , , , , 
82,82,2024-05-17 00:00:00,AA,285,LAX,2024-05-17 15:03:00-07:00,LIH,2024-05-17 17:59:00-10:00,6,15,21,"[33.9425, -118.408]","[21.976, -159.339]", , , , , , , , , , , , , , , ,"[33.9425, -118.408]","[31.948083333333336, -125.22983333333333]","[29.953666666666667, -132.05166666666668]","[27.95925, -138.8735]","[25.964833333333335, -145.69533333333334]","[23.970416666666665, -152.51716666666667]","[21.976, -159.339]", , , , , , , , , , , , , , , , , , 
83,83,2024-05-17 00:00:00,AA,104,JFK,2024-05-17 22:20:00-04:00,LHR,2024-05-18 10:30:00+01:00,8,22,30,"[40.6397, -73.7789]","[51.4775, -0.46139]", , , , , , , , , , , , , , , , , , , , , , ,"[40.6397, -73.7789]","[41.994425, -64.61421125]","[43.349149999999995, -55.44952249999999]","[44.703875, -46.28483374999999]","[46.0586, -37.120144999999994]","[47.413325, -27.955456249999997]","[48.76805, -18.790767499999994]","[50.122775, -9.62607874999999]","[51.4775, -0.4613899999999944]", , , , , , , , , 
84,84,2024-05-17 00:00:00,AA,346,ORD,2024-05-17 10:10:00-05:00,BOS,2024-05-17 13:30:00-04:00,3,10,13,"[41.9786, -87.9047]","[42.3643, -71.0052]", , , , , , , , , , ,"[41.9786, -87.9047]","[42.107166666666664, -82.27153333333334]","[42.235733333333336, -76.63836666666667]","[42.3643, -71.0052]", , , , , , , , , , , , , , , , , , , , , , , , , , 
85,85,2024-05-17 00:00:00,AA,312,DFW,2024-05-17 18:55:00-05:00,SJC,2024-05-17 20:36:00-07:00,4,18,22,"[32.8968, -97.038]","[37.3626, -121.929]", , , , , , , , , , , , , , , , , , ,"[32.8968, -97.038]","[34.01325, -103.26075]","[35.1297, -109.48349999999999]","[36.24615, -115.70625]","[37.3626, -121.929]", , , , , , , , , , , , , , , , , 
86,86,2024-05-17 00:00:00,AA,236,JFK,2024-05-17 16:56:00-04:00,FCO,2024-05-18 07:15:00+02:00,9,16,25,"[40.6397, -73.7789]","[41.8003, 12.2389]", , , , , , , , , , , , , , , , ,"[40.6397, -73.7789]","[40.768655555555554, -64.22136666666665]","[40.89761111111111, -54.66383333333333]","[41.02656666666667, -45.1063]","[41.155522222222224, -35.548766666666666]","[41.284477777777774, -25.991233333333334]","[41.41343333333333, -16.4337]","[41.54238888888889, -6.876166666666677]","[41.67134444444444, 2.681366666666662]","[41.8003, 12.238900000000001]", , , , , , , , , , , , , , 
87,87,2024-05-17 00:00:00,AA,335,CLT,2024-05-17 09:33:00-04:00,CLT,2024-05-17 13:41:00-04:00,5,9,14,"[35.214, -80.9431]","[35.214, -80.9431]", , , , , , , , , ,"[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]", , , , , , , , , , , , , , , , , , , , , , , , , 
88,88,2024-05-17 00:00:00,AA,664,KOA,2024-05-17 21:45:00-10:00,PHX,2024-05-18 06:30:00-07:00,6,21,27,"[19.7388, -156.046]","[33.4343, -112.012]", , , , , , , , , , , , , , , , , , , , , ,"[19.7388, -156.046]","[22.021383333333333, -148.707]","[24.303966666666668, -141.368]","[26.586550000000003, -134.029]","[28.869133333333334, -126.69]","[31.151716666666665, -119.351]","[33.4343, -112.012]", , , , , , , , , , , , 
89,89,2024-05-17 00:00:00,AA,435,CLT,2024-05-17 11:25:00-04:00,LIR,2024-05-17 13:35:00-06:00,5,11,16,"[35.214, -80.9431]","[10.5933, -85.5444]", , , , , , , , , , , ,"[35.214, -80.9431]","[30.289859999999997, -81.86336]","[25.36572, -82.78362]","[20.441580000000002, -83.70388]","[15.51744, -84.62414]","[10.5933, -85.5444]", , , , , , , , , , , , , , , , , , , , , , , 
90,90,2024-05-17 00:00:00,AA,762,PIT,2024-05-17 05:26:00-04:00,DFW,2024-05-17 07:28:00-05:00,4,5,9,"[40.4915, -80.2329]","[32.8968, -97.038]", , , , , ,"[40.4915, -80.2329]","[38.592825000000005, -84.434175]","[36.69415, -88.63544999999999]","[34.795474999999996, -92.836725]","[32.8968, -97.038]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
91,91,2024-05-17 00:00:00,AA,575,DFW,2024-05-17 08:13:00-05:00,DFW,2024-05-17 16:35:00-05:00,9,8,17,"[32.8968, -97.038]","[32.8968, -97.038]", , , , , , , , ,"[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]","[32.8968, -97.038]", , , , , , , , , , , , , , , , , , , , , , 
92,92,2024-05-17 00:00:00,AA,341,PHL,2024-05-17 08:41:00-04:00,PHL,2024-05-17 14:49:00-04:00,7,8,15,"[39.8719, -75.2411]","[39.8719, -75.2411]", , , , , , , , ,"[39.8719, -75.2411]","[39.8719, -75.2411]","[39.8719, -75.2411]","[39.8719, -75.2411]","[39.8719, -75.2411]","[39.8719, -75.2411]","[39.8719, -75.2411]","[39.8719, -75.2411]", , , , , , , , , , , , , , , , , , , , , , , , 
93,93,2024-05-17 00:00:00,AA,618,MIA,2024-05-17 14:55:00-04:00,BOS,2024-05-17 18:15:00-04:00,4,14,18,"[25.7932, -80.2906]","[42.3643, -71.0052]", , , , , , , , , , , , , , ,"[25.7932, -80.2906]","[29.935975, -77.96925]","[34.07875, -75.64789999999999]","[38.221525, -73.32655]","[42.3643, -71.0052]", , , , , , , , , , , , , , , , , , , , , 
94,94,2024-05-17 00:00:00,AA,257,MIA,2024-05-17 18:45:00-04:00,MEX,2024-05-17 20:15:00-06:00,4,18,22,"[25.7932, -80.2906]","[19.4363, -99.0721]", , , , , , , , , , , , , , , , , , ,"[25.7932, -80.2906]","[24.203975, -84.985975]","[22.61475, -89.68135000000001]","[21.025525, -94.37672500000001]","[19.4363, -99.0721]", , , , , , , , , , , , , , , , , 
95,95,2024-05-17 00:00:00,AA,634,PHX,2024-05-17 20:45:00-07:00,ONT,2024-05-17 22:04:00-07:00,2,20,22,"[33.4343, -112.012]","[34.056, -117.601]", , , , , , , , , , , , , , , , , , , , ,"[33.4343, -112.012]","[33.745149999999995, -114.8065]","[34.056, -117.601]", , , , , , , , , , , , , , , , , 
96,96,2024-05-17 00:00:00,AA,347,MIA,2024-05-17 12:35:00-04:00,RTB,2024-05-17 12:55:00-06:00,3,12,15,"[25.7932, -80.2906]","[16.3168, -86.523]", , , , , , , , , , , , ,"[25.7932, -80.2906]","[22.6344, -82.36806666666666]","[19.4756, -84.44553333333333]","[16.3168, -86.523]", , , , , , , , , , , , , , , , , , , , , , , , 
97,97,2024-05-17 00:00:00,AA,418,BOS,2024-05-17 05:30:00-04:00,CLT,2024-05-17 07:52:00-04:00,3,5,8,"[42.3643, -71.0052]","[35.214, -80.9431]", , , , , ,"[42.3643, -71.0052]","[39.980866666666664, -74.31783333333334]","[37.597433333333335, -77.63046666666666]","[35.214, -80.9431]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
98,98,2024-05-17 00:00:00,AA,883,QRO,2024-05-17 05:10:00-06:00,DFW,2024-05-17 08:40:00-05:00,3,5,8,"[20.6173, -100.186]","[32.8968, -97.038]", , , , , ,"[20.6173, -100.186]","[24.710466666666665, -99.13666666666667]","[28.80363333333333, -98.08733333333333]","[32.8968, -97.038]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
99,99,2024-05-17 00:00:00,AA,790,CLT,2024-05-17 18:06:00-04:00,JFK,2024-05-17 20:00:00-04:00,2,18,20,"[35.214, -80.9431]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , , , ,"[35.214, -80.9431]","[37.92685, -77.36099999999999]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , , , , 
100,100,2024-05-17 00:00:00,AA,968,LGA,2024-05-17 06:15:00-04:00,DCA,2024-05-17 07:34:00-04:00,2,6,8,"[40.775, -73.875]","[38.8522, -77.0378]", , , , , , ,"[40.775, -73.875]","[39.8136, -75.4564]","[38.8522, -77.0378]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
101,101,2024-05-17 00:00:00,AA,120,PHL,2024-05-17 20:46:00-04:00,DOH,2024-05-18 16:25:00+03:00,13,20,33,"[39.8719, -75.2411]","[25.2731, 51.6081]", , , , , , , , , , , , , , , , , , , , ,"[39.8719, -75.2411]","[38.74891538461538, -65.48346923076923]","[37.62593076923076, -55.725838461538466]","[36.50294615384615, -45.9682076923077]","[35.37996153846154, -36.21057692307693]","[34.25697692307692, -26.452946153846156]","[33.1339923076923, -16.69531538461539]","[32.011007692307686, -6.937684615384626]","[30.888023076923076, 2.8199461538461463]","[29.76503846153846, 12.577576923076919]","[28.642053846153843, 22.33520769230769]","[27.51906923076923, 32.09283846153845]","[26.396084615384613, 41.85046923076922]","[25.2731, 51.60809999999999]", , , , , , 
102,102,2024-05-17 00:00:00,AA,466,DCA,2024-05-17 12:27:00-04:00,CLT,2024-05-17 13:52:00-04:00,2,12,14,"[38.8522, -77.0378]","[35.214, -80.9431]", , , , , , , , , , , , ,"[38.8522, -77.0378]","[37.033100000000005, -78.99045000000001]","[35.214, -80.9431]", , , , , , , , , , , , , , , , , , , , , , , , , 
103,103,2024-05-17 00:00:00,AA,437,LAS,2024-05-17 09:45:00-07:00,BOS,2024-05-17 20:50:00-04:00,9,9,18,"[36.0801, -115.152]","[42.3643, -71.0052]", , , , , , , , , ,"[36.0801, -115.152]","[36.77834444444444, -110.24680000000001]","[37.47658888888889, -105.3416]","[38.17483333333333, -100.4364]","[38.87307777777778, -95.5312]","[39.57132222222222, -90.626]","[40.26956666666667, -85.7208]","[40.96781111111111, -80.8156]","[41.66605555555556, -75.91040000000001]","[42.3643, -71.0052]", , , , , , , , , , , , , , , , , , , , , 
104,104,2024-05-17 00:00:00,AA,449,MSP,2024-05-17 14:36:00-05:00,PHX,2024-05-17 16:04:00-07:00,4,14,18,"[44.882, -93.2218]","[33.4343, -112.012]", , , , , , , , , , , , , , ,"[44.882, -93.2218]","[42.020075, -97.91935000000001]","[39.15815, -102.6169]","[36.296225, -107.31445]","[33.4343, -112.012]", , , , , , , , , , , , , , , , , , , , , 
105,105,2024-05-17 00:00:00,AA,470,PHX,2024-05-17 10:49:00-07:00,PHX,2024-05-17 14:38:00-07:00,4,10,14,"[33.4343, -112.012]","[33.4343, -112.012]", , , , , , , , , , ,"[33.4343, -112.012]","[33.4343, -112.012]","[33.4343, -112.012]","[33.4343, -112.012]","[33.4343, -112.012]", , , , , , , , , , , , , , , , , , , , , , , , , 
106,106,2024-05-17 00:00:00,AA,373,CLT,2024-05-17 08:57:00-04:00,MIA,2024-05-17 11:00:00-04:00,3,8,11,"[35.214, -80.9431]","[25.7932, -80.2906]", , , , , , , , ,"[35.214, -80.9431]","[32.07373333333333, -80.7256]","[28.933466666666664, -80.5081]","[25.7932, -80.2906]", , , , , , , , , , , , , , , , , , , , , , , , , , , , 
107,107,2024-05-17 00:00:00,AA,874,CLT,2024-05-17 07:15:00-04:00,CLT,2024-05-17 16:25:00-04:00,10,7,17,"[35.214, -80.9431]","[35.214, -80.9431]", , , , , , , ,"[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]","[35.214, -80.9431]", , , , , , , , , , , , , , , , , , , , , , 
108,108,2024-05-17 00:00:00,AA,627,IND,2024-05-17 08:23:00-04:00,CLT,2024-05-17 10:05:00-04:00,2,8,10,"[39.7173, -86.2944]","[35.214, -80.9431]", , , , , , , , ,"[39.7173, -86.2944]","[37.46565, -83.61875]","[35.214, -80.9431]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
109,109,2024-05-17 00:00:00,AA,426,LAX,2024-05-17 13:00:00-07:00,CLT,2024-05-17 20:47:00-04:00,5,13,18,"[33.9425, -118.408]","[35.214, -80.9431]", , , , , , , , , , , , , ,"[33.9425, -118.408]","[34.1968, -110.91502]","[34.451100000000004, -103.42204]","[34.7054, -95.92905999999999]","[34.9597, -88.43608]","[35.214, -80.9431]", , , , , , , , , , , , , , , , , , , , , 
110,110,2024-05-17 00:00:00,AA,2,LAX,2024-05-17 08:00:00-07:00,JFK,2024-05-17 16:35:00-04:00,6,8,14,"[33.9425, -118.408]","[40.6397, -73.7789]", , , , , , , , ,"[33.9425, -118.408]","[35.0587, -110.96981666666667]","[36.1749, -103.53163333333333]","[37.2911, -96.09344999999999]","[38.4073, -88.65526666666666]","[39.5235, -81.21708333333333]","[40.6397, -73.7789]", , , , , , , , , , , , , , , , , , , , , , , , , 
111,111,2024-05-17 00:00:00,AA,143,LAX,2024-05-17 15:25:00-07:00,HNL,2024-05-17 18:13:00-10:00,6,15,21,"[33.9425, -118.408]","[21.3206, -157.924]", , , , , , , , , , , , , , , ,"[33.9425, -118.408]","[31.83885, -124.994]","[29.735200000000003, -131.58]","[27.63155, -138.166]","[25.527900000000002, -144.752]","[23.42425, -151.33800000000002]","[21.3206, -157.924]", , , , , , , , , , , , , , , , , , 
112,112,2024-05-17 00:00:00,AA,772,DFW,2024-05-17 19:20:00-05:00,ORF,2024-05-17 23:17:00-04:00,3,19,22,"[32.8968, -97.038]","[36.8946, -76.2012]", , , , , , , , , , , , , , , , , , , ,"[32.8968, -97.038]","[34.2294, -90.0924]","[35.562, -83.1468]","[36.8946, -76.2012]", , , , , , , , , , , , , , , , , 
